Line,x,y,z,lotzeit
time_80_,423132.44085,211610.750355,2444.68793504,308.45
time_80_,423130.957024,211610.970038,2444.4428615,309.75
time_80_,423129.473198,211611.189721,2444.26464918,311.05
time_80_,423127.989373,211611.409405,2444.16729499,312.4
time_80_,423126.505547,211611.629088,2444.05429182,313.7
time_80_,423125.021721,211611.848771,2443.92563948,315.05
time_80_,423123.537895,211612.068455,2443.70646797,316.4
time_80_,423122.054069,211612.288138,2443.50833544,317.8
time_80_,423120.570243,211612.507821,2443.33263254,319.15
time_80_,423119.086417,211612.727505,2443.17603229,320.5
time_80_,423117.602591,211612.947188,2443.00586546,321.8
time_80_,423116.118765,211613.166871,2442.81614034,323.15
time_80_,423114.63494,211613.386554,2442.62156489,324.45
time_80_,423113.151114,211613.606238,2442.48012327,325.7
time_80_,423111.667288,211613.825921,2442.3634545,327
time_80_,423110.183462,211614.045604,2442.27155827,328.2
time_80_,423108.699636,211614.265288,2442.0588538,329.45
time_80_,423107.21581,211614.484971,2441.80708415,330.6
time_80_,423105.731984,211614.704654,2441.53393537,331.8
time_80_,423104.248158,211614.924338,2441.35863303,332.95
time_80_,423102.764333,211615.144021,2441.32862354,334.05
time_80_,423101.280507,211615.363704,2441.29192101,335.15
time_80_,423099.796681,211615.583388,2441.20425584,336.25
time_80_,423098.312855,211615.803071,2440.9450031,337.3
time_80_,423096.829029,211616.022754,2440.70896309,338.4
time_80_,423095.345203,211616.242438,2440.4961358,339.45
time_80_,423093.861377,211616.462121,2440.39734075,340.5
time_80_,423092.377551,211616.681804,2440.31057421,341.6
time_80_,423090.893726,211616.901487,2440.20320533,342.65
time_80_,423089.4099,211617.121171,2440.06110494,343.8
time_80_,423087.926074,211617.340854,2439.90579938,344.9
time_80_,423086.442248,211617.560537,2439.77109622,346.1
time_80_,423084.958422,211617.780221,2439.65690706,347.3
time_80_,423083.474596,211617.999904,2439.54095228,348.55
time_80_,423081.99077,211618.219587,2439.40804953,349.8
time_80_,423080.506944,211618.439271,2439.2581987,351.15
time_80_,423079.023118,211618.658954,2439.15026353,352.55
time_80_,423077.60916,211619.082138,2439.07226648,354
time_80_,423076.303316,211619.820224,2439.01610078,355.55
time_80_,423074.997471,211620.558309,2438.87920788,357.15
time_80_,423073.691627,211621.296395,2438.63493457,358.8
time_80_,423072.385783,211622.034481,2438.41919951,360.5
time_80_,423071.079939,211622.772567,2438.23200272,362.3
time_80_,423069.774094,211623.510653,2438.06944183,364.15
time_80_,423068.46825,211624.248739,2437.88736301,366.05
time_80_,423067.162406,211624.986825,2437.68369224,368.05
time_80_,423065.856561,211625.724911,2437.60107588,370.05
time_80_,423064.550717,211626.462997,2437.56084812,372.1
time_80_,423063.244873,211627.201082,2437.56469894,374.2
time_80_,423061.939029,211627.939168,2437.57086519,376.35
time_80_,423060.633184,211628.677254,2437.57934688,378.5
time_80_,423059.32734,211629.41534,2437.5870489,380.65
time_80_,423058.021496,211630.153426,2437.5651538,382.8
time_80_,423056.715652,211630.891512,2437.45079697,384.95
time_80_,423055.409807,211631.629598,2437.3457019,387.1
time_80_,423054.103963,211632.367684,2437.27646013,389.2
time_80_,423052.798119,211633.105769,2437.19548781,391.25
time_80_,423051.492275,211633.843855,2437.08445228,393.25
time_80_,423050.18643,211634.581941,2436.94335368,395.2
time_80_,423048.880586,211635.320027,2436.94854131,397.05
time_80_,423047.574742,211636.058113,2437.06386592,398.85
time_80_,423046.268898,211636.796199,2437.1514429,400.5
time_80_,423044.963053,211637.534285,2437.21217103,402.1
time_80_,423043.657209,211638.272371,2437.31367739,403.55
time_80_,423042.351365,211639.010457,2437.46068307,404.95
time_80_,423041.045521,211639.748542,2437.65318798,406.2
time_80_,423039.739676,211640.486628,2437.68389879,407.3
time_80_,423038.433832,211641.224714,2437.54035594,408.3
time_80_,423037.127988,211641.9628,2437.43613791,409.2
time_80_,423035.822144,211642.700886,2437.3712447,409.95
time_80_,423034.516299,211643.438972,2437.33530077,410.55
time_80_,423033.210455,211644.177058,2437.25288893,411.05
time_80_,423031.904611,211644.915144,2437.11033215,411.45
time_80_,423030.598767,211645.65323,2437.1682805,411.7
time_80_,423029.292922,211646.391315,2437.34868484,411.85
time_80_,423027.987078,211647.129401,2437.53681105,411.85
time_80_,423026.681234,211647.867487,2437.67251044,411.8
time_80_,423025.375389,211648.605573,2437.75578305,411.65
time_80_,423024.069545,211649.343659,2437.91064596,411.4
time_80_,423022.763701,211650.081745,2438.14356165,411.05
time_80_,423021.457857,211650.819831,2438.19338878,410.6
time_80_,423020.152012,211651.557917,2438.17614359,410.1
time_80_,423018.846168,211652.296002,2438.07335056,409.55
time_80_,423017.540324,211653.034088,2438.02595174,408.95
time_80_,423016.234236,211653.771743,2438.04419993,408.35
time_80_,423014.927955,211654.509055,2438.11822296,407.65
time_80_,423013.621674,211655.246368,2438.07024586,406.95
time_80_,423012.315393,211655.98368,2438.13928242,406.25
time_80_,423011.009112,211656.720993,2438.2661073,405.55
time_80_,423009.70283,211657.458305,2438.45146381,404.85
time_80_,423008.396549,211658.195618,2438.62619844,404.15
time_80_,423007.090268,211658.93293,2438.74314473,403.4
time_80_,423005.783987,211659.670243,2438.80230284,402.7
time_80_,423004.477706,211660.407555,2438.82642217,402
time_80_,423003.171425,211661.144868,2438.86312442,401.3
time_80_,423001.865144,211661.88218,2438.85592128,400.6
time_80_,423000.558863,211662.619493,2438.80481246,399.9
time_80_,422999.252582,211663.356805,2438.7139018,399.15
time_80_,422997.946301,211664.094118,2438.63603857,398.4
time_80_,422996.64002,211664.83143,2438.5828183,397.6
time_80_,422995.333739,211665.568743,2438.6409928,396.75
time_80_,422994.027457,211666.306055,2438.66042068,395.8
time_80_,422992.721176,211667.043368,2438.66177652,394.8
time_80_,422991.414895,211667.78068,2438.66390362,393.75
time_80_,422990.108614,211668.517993,2438.66680198,392.6
time_80_,422988.802333,211669.255305,2438.66878814,391.35
time_80_,422987.496052,211669.992618,2438.6699145,390
time_80_,422986.189771,211670.72993,2438.52788879,388.6
time_80_,422984.88349,211671.467243,2438.36749642,387.1
time_80_,422983.577209,211672.204555,2438.21417814,385.5
time_80_,422982.270928,211672.941868,2438.06163092,383.8
time_80_,422980.964647,211673.67918,2437.90985517,382.05
time_80_,422979.658365,211674.416493,2437.74927909,380.25
time_80_,422978.352084,211675.153805,2437.58389042,378.4
time_80_,422977.045803,211675.891118,2437.53374908,376.5
time_80_,422975.739522,211676.62843,2437.49592914,374.55
time_80_,422974.433241,211677.365743,2437.46657241,372.6
time_80_,422973.12696,211678.103055,2437.42185901,370.65
time_80_,422971.820679,211678.840368,2437.35788284,368.7
time_80_,422970.514398,211679.57768,2437.27464396,366.7
time_80_,422969.208117,211680.314993,2437.1817666,364.8
time_80_,422967.901836,211681.052305,2437.06011853,362.85
time_80_,422966.595555,211681.789618,2436.92614892,360.95
time_80_,422965.289274,211682.52693,2436.77985809,359.05
time_80_,422963.982992,211683.264243,2436.62341409,357.15
time_80_,422962.676711,211684.001555,2436.48472441,355.3
time_80_,422961.37043,211684.738868,2436.36683984,353.4
time_80_,422960.064149,211685.47618,2436.31125693,351.5
time_80_,422958.757868,211686.213493,2436.24382753,349.5
time_80_,422957.451587,211686.950805,2436.18974415,347.45
time_80_,422956.145306,211687.688118,2436.151086,345.3
time_80_,422954.839025,211688.42543,2436.12547262,343
time_80_,422953.532744,211689.162743,2436.08103226,340.55
time_80_,422952.226463,211689.900055,2436.02118549,337.95
time_80_,422950.920182,211690.637368,2435.91106213,335.15
time_80_,422949.613901,211691.37468,2435.8167964,332.1
time_80_,422948.307619,211692.111993,2435.73954673,328.8
time_80_,422947.001338,211692.849305,2435.65072821,325.25
time_80_,422945.695057,211693.586618,2435.55034067,321.4
time_80_,422944.388776,211694.32393,2435.45177935,317.3
time_80_,422943.082495,211695.061243,2435.37917867,312.95
time_80_,422941.776214,211695.798555,2435.36444665,308.4
time_80_,422940.469933,211696.535868,2435.33816448,303.6
time_80_,422939.163652,211697.27318,2435.2980573,298.65
time_80_,422937.857371,211698.010493,2435.26406682,293.55
time_80_,422936.55109,211698.747805,2435.24162648,288.4
time_80_,422935.244809,211699.485118,2435.23073626,283.2
time_80_,422933.938528,211700.22243,2435.17477547,277.95
time_80_,422932.632246,211700.959743,2435.04590082,272.75
time_80_,422931.325965,211701.697055,2434.92549141,267.6
time_80_,422930.019684,211702.434368,2434.81354694,262.55
time_80_,422928.713403,211703.17168,2434.70733407,257.6
time_80_,422927.407122,211703.908993,2434.59501941,252.85
time_80_,422926.100841,211704.646305,2434.47653479,248.2
time_80_,422924.79456,211705.383618,2434.40962888,243.8
time_80_,422923.594288,211706.280256,2434.40344454,239.55
time_80_,422922.409612,211707.200334,2434.38942874,235.5
time_80_,422921.224937,211708.120412,2434.36757863,231.55
time_80_,422920.040261,211709.04049,2434.33789416,227.8
time_80_,422918.855585,211709.960568,2434.32061473,224.1
time_80_,422917.67091,211710.880646,2434.1627091,220.55
time_80_,422916.486234,211711.800724,2433.99403318,217.05
time_80_,422915.301559,211712.720802,2433.82099302,213.6
time_80_,422914.116883,211713.64088,2433.64425867,210.25
time_80_,422912.932207,211714.560958,2433.47633872,206.9
time_80_,422911.747532,211715.481036,2433.39114756,203.65
time_80_,422910.562856,211716.401114,2433.36511417,200.4
time_80_,422909.37818,211717.321192,2433.32563787,197.2
time_80_,422908.193505,211718.24127,2433.29143811,194
time_80_,422907.008829,211719.161348,2433.26943689,190.8
time_80_,422905.824153,211720.081426,2433.24065395,187.65
time_80_,422904.639478,211721.001504,2433.00323816,184.55
time_80_,422903.454802,211721.921582,2432.74743428,181.45
time_80_,422902.270126,211722.841661,2432.51343007,178.4
time_80_,422901.085451,211723.761739,2432.30122598,175.4
time_80_,422899.900775,211724.681817,2432.10574793,172.4
time_80_,422898.716099,211725.601895,2431.94962331,169.45
time_80_,422897.531424,211726.521973,2431.86215411,166.55
time_80_,422896.346748,211727.442051,2431.79997614,163.6
time_80_,422895.162072,211728.362129,2431.76308944,160.7
time_80_,422893.977397,211729.282207,2431.68294967,157.75
time_80_,422892.792721,211730.202285,2431.51377685,154.8
time_80_,422891.608046,211731.122363,2431.19633684,151.8
time_80_,422890.42337,211732.042441,2430.91725943,148.8
time_80_,422889.238694,211732.962519,2430.65512146,145.7
time_80_,422888.054019,211733.882597,2430.34924811,142.55
time_80_,422886.869343,211734.802675,2429.99628354,139.35
time_80_,422885.684667,211735.722753,2429.80325019,136.1
time_80_,422884.499992,211736.642831,2429.71534738,132.75
time_80_,422883.315316,211737.562909,2429.61045948,129.45
time_80_,422882.13064,211738.482987,2429.44017193,126.05
time_80_,422880.945965,211739.403065,2429.20448485,122.7
time_80_,422879.761289,211740.323143,2428.91836541,119.4
time_80_,422878.576613,211741.243221,2428.66731106,116.2
time_80_,422877.391938,211742.163299,2428.34651418,113.05
time_80_,422876.207262,211743.083377,2427.95597465,110.1
time_80_,422875.022586,211744.003456,2427.49569214,107.2
time_80_,422873.837911,211744.923534,2427.14530143,104.5
time_80_,422872.653235,211745.843612,2427.04249284,101.95
time_80_,422871.468559,211746.76369,2426.87590924,100.45
time_80_,422870.283884,211747.683768,2426.62385059,99.05
time_80_,422869.099208,211748.603846,2426.36429052,97.7
time_80_,422867.914533,211749.523924,2426.19429658,96.4
time_80_,422866.729857,211750.444002,2425.97580608,95.2
time_80_,422865.545181,211751.36408,2425.57372813,94.1
time_80_,422864.360506,211752.284158,2425.07110037,93.1
time_83_,423103.312829,211756.514357,2407.82570687,159.8
time_83_,423101.998367,211757.236984,2408.11192487,160.05
time_83_,423100.683905,211757.959611,2408.52886072,160.25
time_83_,423099.369443,211758.682239,2408.97392545,160.5
time_83_,423098.054981,211759.404866,2409.2450147,160.7
time_83_,423096.74052,211760.127493,2409.26863985,160.95
time_83_,423095.426058,211760.85012,2408.78331243,161.2
time_83_,423094.111596,211761.572747,2408.53201525,161.4
time_83_,423092.797134,211762.295374,2408.24322542,161.85
time_83_,423091.482672,211763.018001,2407.83362454,162.3
time_83_,423090.16821,211763.740628,2407.30321261,162.75
time_83_,423088.853748,211764.463255,2406.98527381,163.2
time_83_,423087.539286,211765.185882,2407.02006011,163.65
time_83_,423086.224824,211765.908509,2407.5451206,164.15
time_83_,423084.910362,211766.631136,2407.91962148,164.6
time_83_,423083.5959,211767.353763,2408.12937936,165
time_83_,423082.281439,211768.07639,2408.46529108,165.45
time_83_,423080.966977,211768.799017,2408.92735699,165.8
time_83_,423079.652515,211769.521645,2409.42227768,166.2
time_83_,423078.338053,211770.244272,2409.37716866,166.55
time_83_,423077.023591,211770.966899,2408.90158888,166.85
time_83_,423075.709129,211771.689526,2408.56811793,167.15
time_83_,423074.394667,211772.412153,2408.3677767,167.4
time_83_,423073.080205,211773.13478,2408.10647055,167.7
time_83_,423071.765743,211773.857407,2407.72359272,167.9
time_83_,423070.451281,211774.580034,2407.2191432,168.1
time_83_,423069.136819,211775.302661,2407.25764494,168.3
time_83_,423067.822357,211776.025288,2407.82933509,168.4
time_83_,423066.507896,211776.747915,2408.26880444,168.5
time_83_,423065.193434,211777.470542,2408.5760535,168.55
time_83_,423063.878972,211778.193169,2408.84778239,168.6
time_83_,423062.56451,211778.915796,2409.24332286,168.55
time_83_,423061.250048,211779.638424,2409.76499906,168.55
time_83_,423059.935586,211780.361051,2409.97131506,168.5
time_83_,423058.621124,211781.083678,2409.47659164,168.4
time_83_,423057.306662,211781.806305,2409.11939468,168.3
time_83_,423055.9922,211782.528932,2408.89972418,168.15
time_83_,423054.677738,211783.251559,2408.77756108,168
time_83_,423053.363276,211783.974186,2408.50886316,167.7
time_83_,423052.048815,211784.696813,2408.11933563,167.35
time_83_,423050.734353,211785.41944,2408.04016755,166.9
time_83_,423049.419891,211786.142067,2408.45410733,166.4
time_83_,423048.105429,211786.864694,2408.9457384,165.75
time_83_,423046.790967,211787.587321,2409.30969416,165.05
time_83_,423045.476505,211788.309948,2409.54597461,164.3
time_83_,423044.162043,211789.032575,2409.82310667,163.45
time_83_,423042.847581,211789.755203,2410.27558017,162.55
time_83_,423041.533119,211790.47783,2410.39870433,161.55
time_83_,423040.218657,211791.200457,2410.20596596,160.5
time_83_,423038.904195,211791.923084,2409.80527327,159.35
time_83_,423037.589734,211792.645711,2409.49333597,158.1
time_83_,423036.275272,211793.368338,2409.30755284,156.75
time_83_,423034.96081,211794.090965,2409.23975667,155.35
time_83_,423033.646348,211794.813592,2408.89931252,153.9
time_83_,423032.331886,211795.536219,2408.88675058,152.45
time_83_,423031.017424,211796.258846,2409.12893652,151
time_83_,423029.702962,211796.981473,2409.52036294,149.5
time_83_,423028.3885,211797.7041,2409.95409388,147.95
time_83_,423027.073464,211798.425681,2410.25932186,146.45
time_83_,423025.75821,211799.146866,2410.43625461,144.9
time_83_,423024.442956,211799.86805,2410.64702654,143.3
time_83_,423023.127702,211800.589235,2410.67288068,141.7
time_83_,423021.812448,211801.310419,2410.50209322,140.05
time_83_,423020.497194,211802.031604,2410.21444184,138.45
time_83_,423019.18194,211802.752789,2409.82729025,136.8
time_83_,423017.866687,211803.473973,2409.51783436,135.2
time_83_,423016.551433,211804.195158,2409.31840494,133.55
time_83_,423015.236179,211804.916342,2409.2290032,131.9
time_83_,423013.920925,211805.637527,2409.28467242,130.3
time_83_,423012.605671,211806.358711,2409.41396261,128.7
time_83_,423011.290417,211807.079896,2409.63886657,127.1
time_83_,423009.975163,211807.801081,2409.95863048,125.6
time_83_,423008.659909,211808.522265,2410.23742552,124.15
time_83_,423007.344655,211809.24345,2410.4206071,122.8
time_83_,423006.029402,211809.964634,2410.5081749,121.45
time_83_,423004.714148,211810.685819,2410.15569948,120.2
time_83_,423003.398894,211811.407004,2409.91460855,118.95
time_83_,423002.08364,211812.128188,2409.59611587,117.75
time_83_,423000.768386,211812.849373,2409.20022006,116.5
time_83_,422999.453132,211813.570557,2408.77078746,115.3
time_83_,422998.137878,211814.291742,2408.43248172,114.05
time_83_,422996.822624,211815.012926,2408.17736499,112.8
time_83_,422995.50737,211815.734111,2408.44605373,111.5
time_83_,422994.192116,211816.455296,2408.57093805,110.2
time_83_,422992.876863,211817.17648,2408.69081542,108.9
time_83_,422991.561609,211817.897665,2408.87670172,107.5
time_83_,422990.246355,211818.618849,2409.12859672,105.95
time_83_,422988.931101,211819.340034,2409.30963064,104.2
time_83_,422987.615847,211820.061219,2409.35826445,102.3
time_83_,422986.300593,211820.782403,2408.90479569,100.25
time_83_,422984.985339,211821.503588,2408.52052235,98.15
time_83_,422983.670085,211822.224772,2408.21876304,96
time_83_,422982.354831,211822.945957,2407.85401405,93.95
time_83_,422981.039578,211823.667141,2407.42627666,91.9
time_83_,422979.724324,211824.388326,2406.97157156,89.9
time_83_,422978.40907,211825.109511,2406.75648902,87.95
time_83_,422977.093816,211825.830695,2407.02973696,86.1
time_83_,422975.778562,211826.55188,2407.2377172,84.2
time_83_,422974.463308,211827.273064,2407.35643063,82.35
time_83_,422973.148054,211827.994249,2407.44986284,80.5
time_83_,422971.8328,211828.715433,2407.58427493,78.65
time_83_,422970.517546,211829.436618,2407.75966702,76.9
time_83_,422969.202293,211830.157803,2407.76695411,75.25
time_83_,422967.887039,211830.878987,2407.31906767,73.75
time_83_,422966.571785,211831.600172,2406.9098818,72.25
time_83_,422965.256531,211832.321356,2406.53939775,70.75
time_83_,422963.941277,211833.042541,2406.16426379,69.25
time_83_,422962.626023,211833.763726,2405.76392506,67.7
time_83_,422961.310769,211834.48491,2405.34311549,66.05
time_83_,422959.995515,211835.206095,2405.04012785,64.4
time_83_,422958.680261,211835.927279,2405.12613409,62.65
time_83_,422957.365007,211836.648464,2405.19392913,60.85
time_83_,422956.049754,211837.369648,2405.24351287,59.05
time_83_,422954.7345,211838.090833,2405.26969096,57.25
time_83_,422953.419246,211838.812018,2405.26760683,55.45
time_83_,422952.103992,211839.533202,2405.26476313,53.65
time_83_,422950.788738,211840.254387,2405.11904924,51.85
time_83_,422949.473484,211840.975571,2404.71450313,50.05
time_83_,422948.15823,211841.696756,2404.31481477,48.25
time_83_,422946.842976,211842.41794,2403.91816527,47.35
time_83_,422945.527722,211843.139125,2403.52455351,46.45
time_83_,422944.212469,211843.86031,2403.12301063,45.55
time_83_,422942.897215,211844.581494,2402.72503469,44.6
time_83_,422941.581961,211845.302679,2402.49792884,43.7
time_83_,422940.266707,211846.023863,2402.49029805,42.8
time_83_,422938.951453,211846.745048,2402.47569987,41.15
